m to km,0.001
m to hm,0.01
m to dam,0.1
m to dm,10
m to cm,100
m to mm,1000
m to mim,1000000
m to nm,1000000000
m to mile,0.000621371
m to yard,1.09361
m to feet,3.28084
m to inch,39.3701
m to nmile,0.000539957
m to ly,1.06E-16
m to p,3.24E-17
m to ang,1.00E+10
