j to kcal,0.000239006
j to kj,0.001
j to cal,0.239006
j to wh,0.000277778
j to kwh,2.78E-07
j to ev,6.24E+18
j to btu,0.000947817
j to ust,9.48E-09
j to fp,0.737562
