kg to mg,1.00E+06
kg to micg,1.00E+09
kg to g,1000
kg to ton,0.001
kg to iton,0.000984207
kg to uston,0.00110231
kg to stone,0.157473
kg to pound,2.20462
kg to ounce,35.274
